8.682839186799323761e-01 1.000000000000000000e+00 9.603790235490129445e-01
8.905275914641347379e-01 1.000000000000000000e+00 9.677699546382272366e-01
7.384332250852309043e-01 1.000000000000000000e+00 8.480790567953914172e-01
8.232556930541984341e-01 9.331980763450556937e-01 9.131557076048314459e-01
7.800488054778019764e-01 9.487097050754458305e-01 8.857004964464882946e-01
7.414203085407502503e-01 9.919931369745496053e-01 8.022589967276320122e-01
